filename,volume #,,first page,last page,page range,creator,title,rights,webstatement,subject,keywords,createdate,publisher,date.copyright,identifier.issn,identifier.uri,identifier,relation.isFormatOf,relation.isPartOf,source,description
MSR_VII-1_2003-Rowson_pp97-110.pdf,7.1,,97,110,97-110,Everett K. Rowson,"An Alexandrian Age in Fourteenth-Century Damascus (MSR VII.1, 2003)",©2003 by Everett K. Rowson. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, Damascus","mamluk, Egypt, Syria, Middle, East, history, Damascus",2012:02:09 13:13:10-06:00,The Middle East Documentation Center (MEDOC),2003,1947-2404,,,"Digital version of an article published (pp. 97-110) in Mamlūk Studies Review, Vol. VII, no. 2, 2003. ISSN for print volumes: 1086-170X.",doi:10.6082/M1FQ9TQV,doi:10.6082/M1FQ9TQV,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_VII-1_2003-al-Musawi_pp111-135.pdf,7.1,,111,135,111-135,Muhsin Jassim al-Musawi,"Vindicating a Profession or a Personal Career? Al-Qalqashandi's Maqamah in Context (MSR VII.1, 2003)",©2003 by Muhsin Jassim al-Musawi. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history","mamluk, Egypt, Syria, Middle, East, history",2012:02:09 13:13:10-06:00,The Middle East Documentation Center (MEDOC),2003,1947-2404,,,"Digital version of an article published (pp. 111-135) in Mamlūk Studies Review, Vol. VII, no. 1, 2003. ISSN for print volumes: 1086-170X.",doi:10.6082/M1FQ9TQV,doi:10.6082/M1FQ9TQV,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_VII-1_2003-Herzog_pp137-148.pdf,7.1,,137,148,137-148,Thomas Herzog,"The First Layer of the Sirat Baybars: Popular Romance and Political Propaganda (MSR VII.1, 2003)",©2003 by Thomas Herzog. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history","mamluk, Egypt, Syria, Middle, East, history",2012:02:09 13:13:10-06:00,The Middle East Documentation Center (MEDOC),2003,1947-2404,,,"Digital version of an article published (pp. 137-148) in Mamlūk Studies Review, Vol. VII, no. 2, 2003. ISSN for print volumes: 1086-170X.",doi:10.6082/M1FQ9TQV,doi:10.6082/M1FQ9TQV,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_VII-1_2003-Buturovic_pp149-176.pdf,7.1,,149,176,149-176,Amila Buturovic,"The Shadow Play in Mamluk Egypt: The Genre and Its Cultural Implications (MSR VII.1, 2003)",©2003 by Amila Buturovic. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, drama, literature","mamluk, Egypt, Syria, Middle, East, history, drama, literature",2012:02:09 13:13:10-06:00,The Middle East Documentation Center (MEDOC),2003,1947-2404,,,"Digital version of an article published (pp. 149-176) in Mamlūk Studies Review, Vol. VII, no. 2, 2003. ISSN for print volumes: 1086-170X.",doi:10.6082/M1FQ9TQV,doi:10.6082/M1FQ9TQV,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_VII-1_2003-Guo_pp177-209.pdf,7.1,,177,209,177-209,Li Guo,"The Devil's Advocate: Ibn Daniyal's Art of Parody in His Qasidah No. 71 (MSR VII.1, 2003)",©2003 by Li Guo. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, poetry, Arabic, literature","mamluk, Egypt, Syria, Middle, East, history, poetry, Arabic, literature",2012:02:09 13:13:10-06:00,The Middle East Documentation Center (MEDOC),2003,1947-2404,,,"Digital version of an article published (pp. 177-209) in Mamlūk Studies Review, Vol. VII, no. 2, 2003. ISSN for print volumes: 1086-170X.",doi:10.6082/M1FQ9TQV,doi:10.6082/M1FQ9TQV,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_VII-1_2003-Homerin_pp211-234.pdf,7.1,,211,234,211-234,Th. Emil Homerin,"Living Love: The Mystical Writings of 'A'ishah al-Ba'uniyah (MSR VII.1, 2003)",©2003 by Th. Emil Homerin. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, Sufism, poetry, literature, Arabic, Islam","mamluk, Egypt, Syria, Middle, East, history, Sufism, poetry, literature, Arabic, Islam",2012:02:09 13:13:10-06:00,The Middle East Documentation Center (MEDOC),2003,1947-2404,,,"Digital version of an article published (pp. 211-234) in Mamlūk Studies Review, Vol. VII, no. 2, 2003. ISSN for print volumes: 1086-170X.",doi:10.6082/M1FQ9TQV,doi:10.6082/M1FQ9TQV,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_VII-1_2003-Obituary_pp235.pdf,7.1,,235,235,235,Nasser Rabbat,"Laila 'Ali Ibrahim, 1917-2002 (MSR VII.1, 2003)",©2003 by Nasser Rabbat. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history","mamluk, Egypt, Syria, Middle, East, history",2012:02:09 13:13:10-06:00,The Middle East Documentation Center (MEDOC),2003,1947-2404,,,"Digital version of an article published (p. 235) in Mamlūk Studies Review, Vol. VII, no. 2, 2003. ISSN for print volumes: 1086-170X.",doi:10.6082/M1FQ9TQV,doi:10.6082/M1FQ9TQV,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_VII-1_2003-BookReview_pp237-272.pdf,7.1,,237,272,237-272,Middle East Documentation Center,"Book Reviews (MSR VII.1, 2003)",©2003 by review authors. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history","mamluk, Egypt, Syria, Middle, East, history",2012:02:09 13:13:10-06:00,The Middle East Documentation Center (MEDOC),2003,1947-2404,,,"Digital version of an article published (pp. 237-272) in Mamlūk Studies Review, Vol. VII, no. 2, 2003. ISSN for print volumes: 1086-170X.",doi:10.6082/M1FQ9TQV,doi:10.6082/M1FQ9TQV,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MamlukStudiesReview_VII-2_2003_13MB.pdf,7.2,,0,0,0,The Middle East Documentation Center (MEDOC) at The University of Chicago,"Mamlūk Studies Review Vol. VII, No. 2 (2003)",©2003 by individual authors. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history","mamluk, Egypt, Syria, Middle, East, history",2012:02:09 13:14:10-06:00,The Middle East Documentation Center (MEDOC),2003,1947-2404,http://hdl.handle.net/11417/455 	,doi:10.6082/M19Z930X,"Digital version of Mamlūk Studies Review, Vol. VII, no. 2, published in 2003. ISSN for print volumes: 1086-170X.",,,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_VII-2_2003-Rabbat_pp1-19.pdf,7.2,,1,19,1-19,Nasser Rabbat,"Who Was al-Maqrizi? A Biographical Sketch (MSR VII.2, 2003)",©2003 by Nasser Rabbat. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, al-Maqrizi","mamluk, Egypt, Syria, Middle, East, history, al-Maqrizi",2012:02:09 13:14:10-06:00,The Middle East Documentation Center (MEDOC),2003,1947-2404,,,"Digital version of an article published (pp. 1-19) in Mamlūk Studies Review, Vol. VII, no. 2, 2003. ISSN for print volumes: 1086-170X.",doi:10.6082/M19Z930X,doi:10.6082/M19Z930X,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_VII-2_2003-Bauden_pp21-68_10MB.pdf,7.2,,21,68,21-68,Frederic Bauden,"Maqriziana I: Discovery of an Autograph Manuscript of al-Maqrizi: Towards a Better Understanding of His Working Method (Description: Section 1) (MSR VII.2, 2003)",©2003 by Frederic Bauden. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, al-Maqrizi","mamluk, Egypt, Syria, Middle, East, history, al-Maqrizi",2012:02:09 13:14:10-06:00,The Middle East Documentation Center (MEDOC),2003,1947-2404,,,"Digital version of an article published (pp. 21-68) in Mamlūk Studies Review, Vol. VII, no. 2, 2003. ISSN for print volumes: 1086-170X.",doi:10.6082/M19Z930X,doi:10.6082/M19Z930X,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_VII-2_2003-Cobb_pp69-81.pdf,7.2,,69,81,69-81,Paul M. Cobb,"Al-Maqrizi, Hashimism, and the Early Caliphates (MSR VII.2, 2003)",©2003 by Paul M. Cobb. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, al-Maqrizi","mamluk, Egypt, Syria, Middle, East, history, al-Maqrizi",2012:02:09 13:14:10-06:00,The Middle East Documentation Center (MEDOC),2003,1947-2404,,,"Digital version of an article published (pp. 69-81) in Mamlūk Studies Review, Vol. VII, no. 2, 2003. ISSN for print volumes: 1086-170X.",doi:10.6082/M19Z930X,doi:10.6082/M19Z930X,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_VII-2_2003-Walker_pp83-97.pdf,7.2,,83,97,83-97,Paul E. Walker,"Al-Maqrizi and the Fatimids (MSR VII.1, 2003)",©2003 by Paul E. Walker. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, al-Maqrizi, Fatimids","mamluk, Egypt, Syria, Middle, East, history, al-Maqrizi, Fatimids",2012:02:09 13:14:10-06:00,The Middle East Documentation Center (MEDOC),2003,1947-2404,,,"Digital version of an article published (pp. 83-97) in Mamlūk Studies Review, Vol. VII, no. 2, 2003. ISSN for print volumes: 1086-170X.",doi:10.6082/M19Z930X,doi:10.6082/M19Z930X,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_VII-2_2003-Amitai_pp99-118.pdf,7.2,,99,118,99-118,Reuven Amitai,"Al-Maqrizi as a Historian of the Early Mamluk Sultanate (or: Is al-Maqrizi an Unrecognized Historiographical Villain?) (MSR VII.2, 2003)",©2003 by Reuven Amitai. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, al-Maqrizi","mamluk, Egypt, Syria, Middle, East, history, al-Maqrizi",2012:02:09 13:14:10-06:00,The Middle East Documentation Center (MEDOC),2003,1947-2404,,,"Digital version of an article published (pp. 99-118) in Mamlūk Studies Review, Vol. VII, no. 2, 2003. ISSN for print volumes: 1086-170X.",doi:10.6082/M19Z930X,doi:10.6082/M19Z930X,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_VII-2_2003-Massoud_pp119-136.pdf,7.2,,119,136,119-136,Sami G. Massoud,"Al-Maqrizi as a Historian of the Reign of Barquq (MSR VII.2, 2003)",©2003 by Sami G. Massoud. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, al-Maqrizi, Barquq","mamluk, Egypt, Syria, Middle, East, history, al-Maqrizi, Barquq",2012:02:09 13:14:10-06:00,The Middle East Documentation Center (MEDOC),2003,1947-2404,,,"Digital version of an article published (pp. 119-136) in Mamlūk Studies Review, Vol. VII, no. 2, 2003. ISSN for print volumes: 1086-170X.",doi:10.6082/M19Z930X,doi:10.6082/M19Z930X,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_VII-2_2003-Petry_pp137-143.pdf,7.2,,137,143,137-143,Carl F. Petry,"Al-Maqrizi's Discussion of Imprisonment and Description of Jails in the Khitat (MSR VII.2, 2003)",©2003 by Carl F. Petry. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, al-Maqrizi, crime, prison","mamluk, Egypt, Syria, Middle, East, history, al-Maqrizi, crime, prison",2012:02:09 13:14:10-06:00,The Middle East Documentation Center (MEDOC),2003,1947-2404,,,"Digital version of an article published (pp. 137-143) in Mamlūk Studies Review, Vol. VII, no. 2, 2003. ISSN for print volumes: 1086-170X.",doi:10.6082/M19Z930X,doi:10.6082/M19Z930X,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_VII-2_2003-Raymond_pp145-167.pdf,7.2,,145,167,145-167,Andre Raymond,"Al-Maqrizi's Khitat and the Urban Structure of Mamluk Cairo (MSR VII.1, 2003)",©2003 by Andre Raymond. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, al-Maqrizi, Cairo","mamluk, Egypt, Syria, Middle, East, history, al-Maqrizi, Cairo",2012:02:09 13:14:10-06:00,The Middle East Documentation Center (MEDOC),2003,1947-2404,,,"Digital version of an article published (pp. 145-167) in Mamlūk Studies Review, Vol. VII, no. 2, 2003. ISSN for print volumes: 1086-170X.",doi:10.6082/M19Z930X,doi:10.6082/M19Z930X,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_VII-2_2003-Schultz_pp169-181.pdf,7.2,,169,181,169-181,Warren C. Schultz,"Placing al-Maqrizi's Comments on Money in a Wider Context (MSR VII.1, 2003)",©2003 by Warren C. Schultz. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, al-Maqrizi, economics","mamluk, Egypt, Syria, Middle, East, history, al-Maqrizi, economics",2012:02:09 13:14:10-06:00,The Middle East Documentation Center (MEDOC),2003,1947-2404,,,"Digital version of an article published (pp. 169-181) in Mamlūk Studies Review, Vol. VII, no. 2, 2003. ISSN for print volumes: 1086-170X.",doi:10.6082/M19Z930X,doi:10.6082/M19Z930X,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_VII-2_2003-Meloy_pp183-203.pdf,7.2,,183,203,183-203,John L. Meloy,"The Merits of Economic History: Re-Reading al-Maqrizi's Ighathah and Shudhur (MSR VII.2, 2003)",©2003 by John L. Meloy. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, al-Maqrizi, economics","mamluk, Egypt, Syria, Middle, East, history, al-Maqrizi, economics",2012:02:09 13:14:10-06:00,The Middle East Documentation Center (MEDOC),2003,1947-2404,,,"Digital version of an article published (pp. 183-203) in Mamlūk Studies Review, Vol. VII, no. 2, 2003. ISSN for print volumes: 1086-170X.",doi:10.6082/M19Z930X,doi:10.6082/M19Z930X,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_VII-2_2003-Little_pp205-215.pdf,7.2,,205,215,205-215,Donald P. Little,"A Comparison of al-Maqrizi and al-'Ayni as Historians of Contemporary Events (MSR VII.2, 2003)",©2003 by Donald P. Little. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, al-Maqrizi","mamluk, Egypt, Syria, Middle, East, history, al-Maqrizi",2012:02:09 13:14:10-06:00,The Middle East Documentation Center (MEDOC),2003,1947-2404,,,"Digital version of an article published (pp. 205-215) in Mamlūk Studies Review, Vol. VII, no. 2, 2003. ISSN for print volumes: 1086-170X.",doi:10.6082/M19Z930X,doi:10.6082/M19Z930X,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_VII-2_2003-Irwin_pp217-230.pdf,7.2,,217,230,217-230,Robert Irwin,"Al-Maqrizi and Ibn Khaldun, Historians of the Unseen (MSR VII.2, 2003)",©2003 by Robert Irwin. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, al-Maqrizi, Ibn Khaldun","mamluk, Egypt, Syria, Middle, East, history, al-Maqrizi, Ibn, Khaldun",2012:02:09 13:14:10-06:00,The Middle East Documentation Center (MEDOC),2003,1947-2404,,,"Digital version of an article published (pp. 217-230) in Mamlūk Studies Review, Vol. VII, no. 2, 2003. ISSN for print volumes: 1086-170X.",doi:10.6082/M19Z930X,doi:10.6082/M19Z930X,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_VII-2_2003-Broadbridge_pp231-245.pdf,7.2,,231,245,231-245,Anne F. Broadbridge,"Royal Authority, Justice, and Order in Society: The Influence of Ibn Khaldun on the Writings of al-Maqrizi and Ibn Taghribirdi (MSR VII.2, 2003)",©2003 by Anne F. Broadbridge. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, Ibn Khaldun","mamluk, Egypt, Syria, Middle, East, history, Ibn, Khaldun",2012:02:09 13:14:10-06:00,The Middle East Documentation Center (MEDOC),2003,1947-2404,,,"Digital version of an article published (pp. 231-245) in Mamlūk Studies Review, Vol. VII, no. 2, 2003. ISSN for print volumes: 1086-170X.",doi:10.6082/M19Z930X,doi:10.6082/M19Z930X,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_VII-2_2003-BookReviews_pp247-264.pdf,7.2,,247,264,247-264,"Vanessa De Gifis, Nasser Rabbat, Niall Christie, Adam Sabra, Bernard O'Kane, Boaz Shoshan","Book Reviews (MSR VII.2, 2003)",©2003 by review authors. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history","mamluk, Egypt, Syria, Middle, East, history",2012:02:09 13:14:10-06:00,The Middle East Documentation Center (MEDOC),2003,1947-2404,,,"Digital version of an article published (pp. 247-264) in Mamlūk Studies Review, Vol. VII, no. 2, 2003. ISSN for print volumes: 1086-170X.",doi:10.6082/M19Z930X,doi:10.6082/M19Z930X,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MamlukStudiesReview_VIII-1_2004_33MB.pdf,8.1,,0,0,0,The Middle East Documentation Center (MEDOC) at The University of Chicago,"Mamlūk Studies Review Vol. VIII, No. 1 (2004)",©2004 by individual authors. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history","mamluk, Egypt, Syria, Middle, East, history",2012:02:09 09:46:28-06:00,The Middle East Documentation Center (MEDOC),2004,1947-2404,http://hdl.handle.net/11417/456,doi:10.6082/M1668B8H,"Digital version of Mamlūk Studies Review, Vol. VIII, no. 1, published in 2004. ISSN for print volumes: 1086-170X.",,,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_VIII-1_2004-Walker_pp1-114.pdf,8.1,,1,114,1-114,Bethany J. Walker,Ceramic Evidence for Political Transformations in Early Mamluk Egypt,©2004 by Bethany J. Walker. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, archaeology, ceramics",mamluk; Egypt; Syria; sultanate; Middle East; history; archaeology; ceramics,2012:02:09 10:19:17-06:00,The Middle East Documentation Center (MEDOC),2004,1947-2404,,,"Digital version of an article published (pp. 1-114) in Mamlūk Studies Review, Vol. VIII, no. 1, 2004. ISSN for print volumes: 1086-170X.",doi:10.6082/M1668B8H,doi:10.6082/M1668B8H,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_VIII-1_2004-Conermann_pp115-139.pdf,8.1,,115,139,115-139,Stephan Conermann,Ibn Tulun (d. 955/1548): Life and Works,©2004 by Stephan Conermann. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history",mamluk; Egypt; Syria; sultanate; Middle East; history,2012:02:09 10:19:47-06:00,The Middle East Documentation Center (MEDOC),2004,1947-2404,,,"Digital version of an article published (pp. 115-139) in Mamlūk Studies Review, Vol. VIII, no. 1, 2004. ISSN for print volumes: 1086-170X.",doi:10.6082/M1668B8H,doi:10.6082/M1668B8H,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
MSR_VIII-1_2004-Sarraf_pp141-200.pdf,8.1,,141,200,141-200,Shihab al-Sarraf,"Mamluk Furusiyah Literature and Its Antecedents (MSR VIII.1, 2004)",©2004 by Shihab al-Sarraf. This work is made available under a Creative Commons Attribution 4.0 International license (CC-BY). Mamlūk Studies Review is an Open Access journal. See http://mamluk.uchicago.edu/msr.html for more information.,http://mamluk.uchicago.edu/msr.html,"mamluk, Egypt, Syria, Middle East, history, literature",mamluk; Egypt; Syria; sultanate; Middle East; history; literature;,2012:02:09 10:19:33-06:00,The Middle East Documentation Center (MEDOC),2004,1947-2404,,,"Digital version of an article published (pp. 141-200) in Mamlūk Studies Review, Vol. VIII, no. 1, 2004. ISSN for print volumes: 1086-170X.",doi:10.6082/M1668B8H,doi:10.6082/M1668B8H,"Mamlūk Studies Review is an annual (bi-annual from 2003 to 2009), Open Access, refereed journal devoted to the Mamluk Sultanate of Egypt and Syria (1250-1517). See http://mamluk.uchicago.edu for further information."
